Armidale Hospital,Hospital,NSW,2014–15,Emergency,885,
Armidale Hospital,Hospital,NSW,2015–16,Emergency,882,
Armidale Hospital,Hospital,NSW,2016–17,Emergency,954,
Armidale Hospital,Hospital,NSW,2017–18,Emergency,933,
Armidale Hospital,Hospital,NSW,2018–19,Emergency,817,
Armidale Hospital,Hospital,NSW,2019–20,Emergency,841,
Armidale Hospital,Hospital,NSW,2020–21,Emergency,"1,156",
Armidale Hospital,Hospital,NSW,2021–22,Emergency,"1,409",
Armidale Hospital,Hospital,NSW,2011–12,Non-Urgent,"4,761",
Armidale Hospital,Hospital,NSW,2012–13,Non-Urgent,"3,017",
Armidale Hospital,Hospital,NSW,2013–14,Non-Urgent,"2,237",
Armidale Hospital,Hospital,NSW,2014–15,Non-Urgent,"1,780",
Armidale Hospital,Hospital,NSW,2015–16,Non-Urgent,"1,736",
Armidale Hospital,Hospital,NSW,2016–17,Non-Urgent,"1,612",
Armidale Hospital,Hospital,NSW,2017–18,Non-Urgent,"1,546",
Armidale Hospital,Hospital,NSW,2018–19,Non-Urgent,"1,965",
Armidale Hospital,Hospital,NSW,2019–20,Non-Urgent,"2,072",
Armidale Hospital,Hospital,NSW,2020–21,Non-Urgent,"2,393",
Armidale Hospital,Hospital,NSW,2021–22,Non-Urgent,"1,738",
Armidale Hospital,Hospital,NSW,2011–12,Resuscitation,25,
Armidale Hospital,Hospital,NSW,2012–13,Resuscitation,48,
Armidale Hospital,Hospital,NSW,2013–14,Resuscitation,30,
Armidale Hospital,Hospital,NSW,2014–15,Resuscitation,37,
Armidale Hospital,Hospital,NSW,2015–16,Resuscitation,37,
Armidale Hospital,Hospital,NSW,2016–17,Resuscitation,42,
Armidale Hospital,Hospital,NSW,2017–18,Resuscitation,30,
Armidale Hospital,Hospital,NSW,2018–19,Resuscitation,42,
Armidale Hospital,Hospital,NSW,2019–20,Resuscitation,40,
Armidale Hospital,Hospital,NSW,2020–21,Resuscitation,43,
Armidale Hospital,Hospital,NSW,2021–22,Resuscitation,40,
Armidale Hospital,Hospital,NSW,2011–12,Semi-Urgent,"7,165",
Armidale Hospital,Hospital,NSW,2012–13,Semi-Urgent,"7,684",
Armidale Hospital,Hospital,NSW,2013–14,Semi-Urgent,"8,502",
Armidale Hospital,Hospital,NSW,2014–15,Semi-Urgent,"9,611",
Armidale Hospital,Hospital,NSW,2015–16,Semi-Urgent,"9,208",
Armidale Hospital,Hospital,NSW,2016–17,Semi-Urgent,"9,151",
Armidale Hospital,Hospital,NSW,2017–18,Semi-Urgent,"9,447",
Armidale Hospital,Hospital,NSW,2018–19,Semi-Urgent,"10,057",
Armidale Hospital,Hospital,NSW,2019–20,Semi-Urgent,"9,597",
Armidale Hospital,Hospital,NSW,2020–21,Semi-Urgent,"9,991",
Armidale Hospital,Hospital,NSW,2021–22,Semi-Urgent,"10,864",
Armidale Hospital,Hospital,NSW,2011–12,Urgent,"2,890",
Armidale Hospital,Hospital,NSW,2012–13,Urgent,"3,666",
Armidale Hospital,Hospital,NSW,2013–14,Urgent,"3,782",
Armidale Hospital,Hospital,NSW,2014–15,Urgent,"3,982",
Armidale Hospital,Hospital,NSW,2015–16,Urgent,"4,548",
Armidale Hospital,Hospital,NSW,2016–17,Urgent,"4,461",
Armidale Hospital,Hospital,NSW,2017–18,Urgent,"3,982",
Armidale Hospital,Hospital,NSW,2018–19,Urgent,"3,713",
Armidale Hospital,Hospital,NSW,2019–20,Urgent,"3,548",
Armidale Hospital,Hospital,NSW,2020–21,Urgent,"3,740",
Armidale Hospital,Hospital,NSW,2021–22,Urgent,"3,774",
Auburn Hospital,Hospital,NSW,2011–12,Emergency,"1,603",
Auburn Hospital,Hospital,NSW,2012–13,Emergency,"1,857",
Auburn Hospital,Hospital,NSW,2013–14,Emergency,"2,132",
Auburn Hospital,Hospital,NSW,2014–15,Emergency,"2,981",
Auburn Hospital,Hospital,NSW,2015–16,Emergency,"3,518",
Auburn Hospital,Hospital,NSW,2016–17,Emergency,"3,999",
Auburn Hospital,Hospital,NSW,2017–18,Emergency,"4,046",
Auburn Hospital,Hospital,NSW,2018–19,Emergency,"3,879",
Auburn Hospital,Hospital,NSW,2019–20,Emergency,"4,404",
Auburn Hospital,Hospital,NSW,2020–21,Emergency,"5,008",
Auburn Hospital,Hospital,NSW,2021–22,Emergency,"5,211",
Auburn Hospital,Hospital,NSW,2011–12,Non-Urgent,"2,296",
Auburn Hospital,Hospital,NSW,2012–13,Non-Urgent,"2,283",
Auburn Hospital,Hospital,NSW,2013–14,Non-Urgent,"2,454",
Auburn Hospital,Hospital,NSW,2014–15,Non-Urgent,"2,393",
Auburn Hospital,Hospital,NSW,2015–16,Non-Urgent,"2,396",
Auburn Hospital,Hospital,NSW,2016–17,Non-Urgent,"2,385",
Auburn Hospital,Hospital,NSW,2017–18,Non-Urgent,"3,084",
Auburn Hospital,Hospital,NSW,2018–19,Non-Urgent,"2,380",
Auburn Hospital,Hospital,NSW,2019–20,Non-Urgent,"2,305",
Auburn Hospital,Hospital,NSW,2020–21,Non-Urgent,"2,152",
Auburn Hospital,Hospital,NSW,2021–22,Non-Urgent,"5,426",
Auburn Hospital,Hospital,NSW,2011–12,Resuscitation,64,
Auburn Hospital,Hospital,NSW,2012–13,Resuscitation,73,
Auburn Hospital,Hospital,NSW,2013–14,Resuscitation,71,
Auburn Hospital,Hospital,NSW,2014–15,Resuscitation,83,
Auburn Hospital,Hospital,NSW,2015–16,Resuscitation,116,
Auburn Hospital,Hospital,NSW,2016–17,Resuscitation,116,
Auburn Hospital,Hospital,NSW,2017–18,Resuscitation,112,
Auburn Hospital,Hospital,NSW,2018–19,Resuscitation,105,
Auburn Hospital,Hospital,NSW,2019–20,Resuscitation,193,
Auburn Hospital,Hospital,NSW,2020–21,Resuscitation,174,
Auburn Hospital,Hospital,NSW,2021–22,Resuscitation,122,
Auburn Hospital,Hospital,NSW,2011–12,Semi-Urgent,"12,434",
Auburn Hospital,Hospital,NSW,2012–13,Semi-Urgent,"12,227",
Auburn Hospital,Hospital,NSW,2013–14,Semi-Urgent,"12,475",
Auburn Hospital,Hospital,NSW,2014–15,Semi-Urgent,"11,683",
Auburn Hospital,Hospital,NSW,2015–16,Semi-Urgent,"10,933",
Auburn Hospital,Hospital,NSW,2016–17,Semi-Urgent,"11,189",
Auburn Hospital,Hospital,NSW,2017–18,Semi-Urgent,"11,573",
Auburn Hospital,Hospital,NSW,2018–19,Semi-Urgent,"12,212",
Auburn Hospital,Hospital,NSW,2019–20,Semi-Urgent,"10,956",
Auburn Hospital,Hospital,NSW,2020–21,Semi-Urgent,"8,323",
Auburn Hospital,Hospital,NSW,2021–22,Semi-Urgent,"8,716",
Auburn Hospital,Hospital,NSW,2011–12,Urgent,"8,347",
Auburn Hospital,Hospital,NSW,2012–13,Urgent,"9,016",
Auburn Hospital,Hospital,NSW,2013–14,Urgent,"8,559",
Auburn Hospital,Hospital,NSW,2014–15,Urgent,"8,666",
Auburn Hospital,Hospital,NSW,2015–16,Urgent,"9,299",
Auburn Hospital,Hospital,NSW,2016–17,Urgent,"9,092",
Auburn Hospital,Hospital,NSW,2017–18,Urgent,"9,903",
Auburn Hospital,Hospital,NSW,2018–19,Urgent,"10,395",
Auburn Hospital,Hospital,NSW,2019–20,Urgent,"10,854",
Auburn Hospital,Hospital,NSW,2020–21,Urgent,"14,175",
Auburn Hospital,Hospital,NSW,2021–22,Urgent,"12,101",
Ballina District Hospital,Hospital,NSW,2011–12,Emergency,"1,102",
Ballina District Hospital,Hospital,NSW,2012–13,Emergency,"1,160",
Ballina District Hospital,Hospital,NSW,2013–14,Emergency,"1,188",
Ballina District Hospital,Hospital,NSW,2014–15,Emergency,"1,204",
Ballina District Hospital,Hospital,NSW,2015–16,Emergency,"1,210",
Ballina District Hospital,Hospital,NSW,2016–17,Emergency,"1,388",
Ballina District Hospital,Hospital,NSW,2017–18,Emergency,"1,325",
Ballina District Hospital,Hospital,NSW,2018–19,Emergency,"1,357",
Ballina District Hospital,Hospital,NSW,2019–20,Emergency,"1,522",
Ballina District Hospital,Hospital,NSW,2020–21,Emergency,"1,578",
Ballina District Hospital,Hospital,NSW,2021–22,Emergency,"1,575",
Ballina District Hospital,Hospital,NSW,2011–12,Non-Urgent,"3,187",
Ballina District Hospital,Hospital,NSW,2012–13,Non-Urgent,"2,219",
Ballina District Hospital,Hospital,NSW,2013–14,Non-Urgent,"2,311",
Ballina District Hospital,Hospital,NSW,2014–15,Non-Urgent,"1,863",
Ballina District Hospital,Hospital,NSW,2015–16,Non-Urgent,"1,849",
Ballina District Hospital,Hospital,NSW,2016–17,Non-Urgent,"1,782",
Ballina District Hospital,Hospital,NSW,2017–18,Non-Urgent,"1,847",
Ballina District Hospital,Hospital,NSW,2018–19,Non-Urgent,"1,985",
Ballina District Hospital,Hospital,NSW,2019–20,Non-Urgent,"1,565",
Ballina District Hospital,Hospital,NSW,2020–21,Non-Urgent,"1,974",
Ballina District Hospital,Hospital,NSW,2021–22,Non-Urgent,"1,905",
Ballina District Hospital,Hospital,NSW,2011–12,Resuscitation,53,
Ballina District Hospital,Hospital,NSW,2012–13,Resuscitation,49,
Ballina District Hospital,Hospital,NSW,2013–14,Resuscitation,64,
Ballina District Hospital,Hospital,NSW,2014–15,Resuscitation,53,
Ballina District Hospital,Hospital,NSW,2015–16,Resuscitation,63,
Ballina District Hospital,Hospital,NSW,2016–17,Resuscitation,55,
Ballina District Hospital,Hospital,NSW,2017–18,Resuscitation,35,
Ballina District Hospital,Hospital,NSW,2018–19,Resuscitation,42,
Ballina District Hospital,Hospital,NSW,2019–20,Resuscitation,36,
Ballina District Hospital,Hospital,NSW,2020–21,Resuscitation,25,
Ballina District Hospital,Hospital,NSW,2021–22,Resuscitation,35,
Ballina District Hospital,Hospital,NSW,2011–12,Semi-Urgent,"7,002",
Ballina District Hospital,Hospital,NSW,2012–13,Semi-Urgent,"8,170",
Ballina District Hospital,Hospital,NSW,2013–14,Semi-Urgent,"8,545",
Ballina District Hospital,Hospital,NSW,2014–15,Semi-Urgent,"8,776",
Ballina District Hospital,Hospital,NSW,2015–16,Semi-Urgent,"8,462",
Ballina District Hospital,Hospital,NSW,2016–17,Semi-Urgent,"8,046",
Ballina District Hospital,Hospital,NSW,2017–18,Semi-Urgent,"9,245",
Ballina District Hospital,Hospital,NSW,2018–19,Semi-Urgent,"9,503",
Ballina District Hospital,Hospital,NSW,2019–20,Semi-Urgent,"9,204",
Ballina District Hospital,Hospital,NSW,2020–21,Semi-Urgent,"9,768",
Ballina District Hospital,Hospital,NSW,2021–22,Semi-Urgent,"9,167",
Ballina District Hospital,Hospital,NSW,2011–12,Urgent,"3,674",
Ballina District Hospital,Hospital,NSW,2012–13,Urgent,"3,836",
Ballina District Hospital,Hospital,NSW,2013–14,Urgent,"4,191",
Ballina District Hospital,Hospital,NSW,2014–15,Urgent,"4,346",
Ballina District Hospital,Hospital,NSW,2015–16,Urgent,"4,889",
Ballina District Hospital,Hospital,NSW,2016–17,Urgent,"4,729",
Ballina District Hospital,Hospital,NSW,2017–18,Urgent,"4,841",
Ballina District Hospital,Hospital,NSW,2018–19,Urgent,"5,047",
Ballina District Hospital,Hospital,NSW,2019–20,Urgent,"5,289",
Ballina District Hospital,Hospital,NSW,2020–21,Urgent,"5,437",
Ballina District Hospital,Hospital,NSW,2021–22,Urgent,"5,403",
Balranald Multi Purpose Service,Hospital,NSW,2013–14,Emergency,89,
Balranald Multi Purpose Service,Hospital,NSW,2014–15,Emergency,51,
Balranald Multi Purpose Service,Hospital,NSW,2015–16,Emergency,73,
Balranald Multi Purpose Service,Hospital,NSW,2016–17,Emergency,69,
Balranald Multi Purpose Service,Hospital,NSW,2017–18,Emergency,78,
Balranald Multi Purpose Service,Hospital,NSW,2018–19,Emergency,177,
Balranald Multi Purpose Service,Hospital,NSW,2019–20,Emergency,116,
Balranald Multi Purpose Service,Hospital,NSW,2020–21,Emergency,124,
Balranald Multi Purpose Service,Hospital,NSW,2021–22,Emergency,141,
Balranald Multi Purpose Service,Hospital,NSW,2013–14,Non-Urgent,716,
Balranald Multi Purpose Service,Hospital,NSW,2014–15,Non-Urgent,736,
Balranald Multi Purpose Service,Hospital,NSW,2015–16,Non-Urgent,664,
Balranald Multi Purpose Service,Hospital,NSW,2016–17,Non-Urgent,741,
Balranald Multi Purpose Service,Hospital,NSW,2017–18,Non-Urgent,568,
Balranald Multi Purpose Service,Hospital,NSW,2018–19,Non-Urgent,335,
Balranald Multi Purpose Service,Hospital,NSW,2019–20,Non-Urgent,165,
Balranald Multi Purpose Service,Hospital,NSW,2020–21,Non-Urgent,74,
Balranald Multi Purpose Service,Hospital,NSW,2021–22,Non-Urgent,88,
Balranald Multi Purpose Service,Hospital,NSW,2013–14,Resuscitation,<5,
Balranald Multi Purpose Service,Hospital,NSW,2014–15,Resuscitation,<5,
Balranald Multi Purpose Service,Hospital,NSW,2015–16,Resuscitation,0,
Balranald Multi Purpose Service,Hospital,NSW,2016–17,Resuscitation,<5,
Balranald Multi Purpose Service,Hospital,NSW,2017–18,Resuscitation,<5,
Balranald Multi Purpose Service,Hospital,NSW,2018–19,Resuscitation,<5,
Balranald Multi Purpose Service,Hospital,NSW,2019–20,Resuscitation,5,
Balranald Multi Purpose Service,Hospital,NSW,2020–21,Resuscitation,<5,
Balranald Multi Purpose Service,Hospital,NSW,2021–22,Resuscitation,<5,
Balranald Multi Purpose Service,Hospital,NSW,2013–14,Semi-Urgent,342,
Balranald Multi Purpose Service,Hospital,NSW,2014–15,Semi-Urgent,405,
Balranald Multi Purpose Service,Hospital,NSW,2015–16,Semi-Urgent,338,
Balranald Multi Purpose Service,Hospital,NSW,2016–17,Semi-Urgent,299,
Balranald Multi Purpose Service,Hospital,NSW,2017–18,Semi-Urgent,407,
Balranald Multi Purpose Service,Hospital,NSW,2018–19,Semi-Urgent,333,
Balranald Multi Purpose Service,Hospital,NSW,2019–20,Semi-Urgent,436,
Balranald Multi Purpose Service,Hospital,NSW,2020–21,Semi-Urgent,286,
Balranald Multi Purpose Service,Hospital,NSW,2021–22,Semi-Urgent,212,
Balranald Multi Purpose Service,Hospital,NSW,2013–14,Urgent,201,
Balranald Multi Purpose Service,Hospital,NSW,2014–15,Urgent,219,
Balranald Multi Purpose Service,Hospital,NSW,2015–16,Urgent,216,
Balranald Multi Purpose Service,Hospital,NSW,2016–17,Urgent,225,
Balranald Multi Purpose Service,Hospital,NSW,2017–18,Urgent,285,
Balranald Multi Purpose Service,Hospital,NSW,2018–19,Urgent,337,
Balranald Multi Purpose Service,Hospital,NSW,2019–20,Urgent,385,
Balranald Multi Purpose Service,Hospital,NSW,2020–21,Urgent,332,
Balranald Multi Purpose Service,Hospital,NSW,2021–22,Urgent,292,
Bankstown Lidcombe Hospital,Hospital,NSW,2011–12,Emergency,"5,368",
Bankstown Lidcombe Hospital,Hospital,NSW,2012–13,Emergency,"6,003",
Bankstown Lidcombe Hospital,Hospital,NSW,2013–14,Emergency,"9,362",
Bankstown Lidcombe Hospital,Hospital,NSW,2014–15,Emergency,"10,145",
Bankstown Lidcombe Hospital,Hospital,NSW,2015–16,Emergency,"10,544",
Bankstown Lidcombe Hospital,Hospital,NSW,2016–17,Emergency,"10,237",
Bankstown Lidcombe Hospital,Hospital,NSW,2017–18,Emergency,"9,963",
Bankstown Lidcombe Hospital,Hospital,NSW,2018–19,Emergency,"10,178",
Bankstown Lidcombe Hospital,Hospital,NSW,2019–20,Emergency,"8,168",
Bankstown Lidcombe Hospital,Hospital,NSW,2020–21,Emergency,"8,044",
Bankstown Lidcombe Hospital,Hospital,NSW,2021–22,Emergency,"8,993",
Bankstown Lidcombe Hospital,Hospital,NSW,2011–12,Non-Urgent,"3,237",
Bankstown Lidcombe Hospital,Hospital,NSW,2012–13,Non-Urgent,"2,966",
Bankstown Lidcombe Hospital,Hospital,NSW,2013–14,Non-Urgent,"2,596",
Bankstown Lidcombe Hospital,Hospital,NSW,2014–15,Non-Urgent,"2,334",
Bankstown Lidcombe Hospital,Hospital,NSW,2015–16,Non-Urgent,"2,249",
Bankstown Lidcombe Hospital,Hospital,NSW,2016–17,Non-Urgent,"2,516",
Bankstown Lidcombe Hospital,Hospital,NSW,2017–18,Non-Urgent,"2,224",
Bankstown Lidcombe Hospital,Hospital,NSW,2018–19,Non-Urgent,"2,362",
Bankstown Lidcombe Hospital,Hospital,NSW,2019–20,Non-Urgent,"2,657",
Bankstown Lidcombe Hospital,Hospital,NSW,2020–21,Non-Urgent,"1,828",
Bankstown Lidcombe Hospital,Hospital,NSW,2021–22,Non-Urgent,"4,925",
Bankstown Lidcombe Hospital,Hospital,NSW,2011–12,Resuscitation,299,
Bankstown Lidcombe Hospital,Hospital,NSW,2012–13,Resuscitation,309,
Bankstown Lidcombe Hospital,Hospital,NSW,2013–14,Resuscitation,369,
Bankstown Lidcombe Hospital,Hospital,NSW,2014–15,Resuscitation,384,
Bankstown Lidcombe Hospital,Hospital,NSW,2015–16,Resuscitation,414,
Bankstown Lidcombe Hospital,Hospital,NSW,2016–17,Resuscitation,436,
Bankstown Lidcombe Hospital,Hospital,NSW,2017–18,Resuscitation,427,
Bankstown Lidcombe Hospital,Hospital,NSW,2018–19,Resuscitation,507,
Bankstown Lidcombe Hospital,Hospital,NSW,2019–20,Resuscitation,470,
Bankstown Lidcombe Hospital,Hospital,NSW,2020–21,Resuscitation,447,
Bankstown Lidcombe Hospital,Hospital,NSW,2021–22,Resuscitation,490,
Bankstown Lidcombe Hospital,Hospital,NSW,2011–12,Semi-Urgent,"21,002",
Bankstown Lidcombe Hospital,Hospital,NSW,2012–13,Semi-Urgent,"19,814",
Bankstown Lidcombe Hospital,Hospital,NSW,2013–14,Semi-Urgent,"18,742",
Bankstown Lidcombe Hospital,Hospital,NSW,2014–15,Semi-Urgent,"18,452",
Bankstown Lidcombe Hospital,Hospital,NSW,2015–16,Semi-Urgent,"17,425",
Bankstown Lidcombe Hospital,Hospital,NSW,2016–17,Semi-Urgent,"16,683",
Bankstown Lidcombe Hospital,Hospital,NSW,2017–18,Semi-Urgent,"16,236",
Bankstown Lidcombe Hospital,Hospital,NSW,2018–19,Semi-Urgent,"15,118",
Bankstown Lidcombe Hospital,Hospital,NSW,2019–20,Semi-Urgent,"14,637",
Bankstown Lidcombe Hospital,Hospital,NSW,2020–21,Semi-Urgent,"13,101",
Bankstown Lidcombe Hospital,Hospital,NSW,2021–22,Semi-Urgent,"12,033",
Bankstown Lidcombe Hospital,Hospital,NSW,2011–12,Urgent,"15,973",
Bankstown Lidcombe Hospital,Hospital,NSW,2012–13,Urgent,"17,062",
Bankstown Lidcombe Hospital,Hospital,NSW,2013–14,Urgent,"18,117",
